instance_id,image_id,axis,source,chart_type,predicted_chart_type,score
2af23469c1d8_x,2af23469c1d8,x,extracted,vertical_bar,vertical_bar,1.0
2af23469c1d8_y,2af23469c1d8,y,extracted,vertical_bar,vertical_bar,0.9400885059607502
2bb6e76a5b35_x,2bb6e76a5b35,x,extracted,scatter,scatter,0.0
2bb6e76a5b35_y,2bb6e76a5b35,y,extracted,scatter,scatter,0.0
2c1f66f6774a_x,2c1f66f6774a,x,extracted,vertical_bar,vertical_bar,0.9901963925267414
2c1f66f6774a_y,2c1f66f6774a,y,extracted,vertical_bar,vertical_bar,0.9827093550384431
2c21612c1ad9_x,2c21612c1ad9,x,extracted,line,line,1.0
2c21612c1ad9_y,2c21612c1ad9,y,extracted,line,line,0.14564595577725892
2c3bb1304754_x,2c3bb1304754,x,extracted,vertical_bar,vertical_bar,1.0
2c3bb1304754_y,2c3bb1304754,y,extracted,vertical_bar,vertical_bar,0.2928471101779391
2c8135aa6e12_x,2c8135aa6e12,x,extracted,vertical_bar,vertical_bar,1.0
2c8135aa6e12_y,2c8135aa6e12,y,extracted,vertical_bar,vertical_bar,0.9013087683184953
2caedc7e9f20_x,2caedc7e9f20,x,extracted,vertical_bar,vertical_bar,0.8674512116091215
2caedc7e9f20_y,2caedc7e9f20,y,extracted,vertical_bar,vertical_bar,1.0
2cfc2230ea25_x,2cfc2230ea25,x,extracted,scatter,scatter,0.0
2cfc2230ea25_y,2cfc2230ea25,y,extracted,scatter,scatter,0.0
2d09889050ee_x,2d09889050ee,x,extracted,scatter,scatter,0.0
2d09889050ee_y,2d09889050ee,y,extracted,scatter,scatter,0.0
2d975ee74ad7_x,2d975ee74ad7,x,extracted,vertical_bar,vertical_bar,0.0
2d975ee74ad7_y,2d975ee74ad7,y,extracted,vertical_bar,vertical_bar,0.0
2d9d8007f917_x,2d9d8007f917,x,extracted,line,line,1.0
2d9d8007f917_y,2d9d8007f917,y,extracted,line,line,0.0
2deb3d873702_x,2deb3d873702,x,extracted,vertical_bar,vertical_bar,0.5712751410178882
2deb3d873702_y,2deb3d873702,y,extracted,vertical_bar,vertical_bar,1.0
2df87ae4c535_x,2df87ae4c535,x,extracted,line,line,1.0
2df87ae4c535_y,2df87ae4c535,y,extracted,line,line,0.9984469011943484
2e2bdfc9c7d7_x,2e2bdfc9c7d7,x,extracted,horizontal_bar,horizontal_bar,0.0
2e2bdfc9c7d7_y,2e2bdfc9c7d7,y,extracted,horizontal_bar,horizontal_bar,0.0
2e7492322558_x,2e7492322558,x,extracted,horizontal_bar,vertical_bar,0.0
2e7492322558_y,2e7492322558,y,extracted,horizontal_bar,vertical_bar,0.0
2f49ff73cf58_x,2f49ff73cf58,x,extracted,vertical_bar,vertical_bar,1.0
2f49ff73cf58_y,2f49ff73cf58,y,extracted,vertical_bar,vertical_bar,0.9878711431129557
2f7d8beed2af_x,2f7d8beed2af,x,extracted,line,line,1.0
2f7d8beed2af_y,2f7d8beed2af,y,extracted,line,line,0.09477735237663598
2ff5d2491913_x,2ff5d2491913,x,extracted,vertical_bar,vertical_bar,0.9535218831188681
2ff5d2491913_y,2ff5d2491913,y,extracted,vertical_bar,vertical_bar,0.8286010506196204
301a8479ec01_x,301a8479ec01,x,extracted,vertical_bar,vertical_bar,1.0
301a8479ec01_y,301a8479ec01,y,extracted,vertical_bar,vertical_bar,0.9859256272814625
304e155958b6_x,304e155958b6,x,extracted,line,line,1.0
304e155958b6_y,304e155958b6,y,extracted,line,line,0.9720179554723862
3065bde46f52_x,3065bde46f52,x,extracted,vertical_bar,vertical_bar,1.0
3065bde46f52_y,3065bde46f52,y,extracted,vertical_bar,vertical_bar,1.0
309eca242853_x,309eca242853,x,extracted,vertical_bar,vertical_bar,1.0
309eca242853_y,309eca242853,y,extracted,vertical_bar,vertical_bar,0.9443623695207228
30a06653c5b8_x,30a06653c5b8,x,extracted,vertical_bar,vertical_bar,1.0
30a06653c5b8_y,30a06653c5b8,y,extracted,vertical_bar,vertical_bar,0.9844581978476372
30d72b1a9beb_x,30d72b1a9beb,x,extracted,vertical_bar,vertical_bar,1.0
30d72b1a9beb_y,30d72b1a9beb,y,extracted,vertical_bar,vertical_bar,1.0
30f6f3323970_x,30f6f3323970,x,extracted,line,line,1.0
30f6f3323970_y,30f6f3323970,y,extracted,line,line,0.19387335946523776
312313d42699_x,312313d42699,x,extracted,scatter,scatter,0.0
312313d42699_y,312313d42699,y,extracted,scatter,scatter,0.0
315a7d63a89a_x,315a7d63a89a,x,extracted,vertical_bar,vertical_bar,0.0
315a7d63a89a_y,315a7d63a89a,y,extracted,vertical_bar,vertical_bar,0.0
318638776bed_x,318638776bed,x,extracted,line,line,1.0
318638776bed_y,318638776bed,y,extracted,line,line,0.7870597198149529
31c279641eca_x,31c279641eca,x,extracted,line,line,1.0
31c279641eca_y,31c279641eca,y,extracted,line,line,0.7330519246931302
32069d43ccd8_x,32069d43ccd8,x,extracted,vertical_bar,vertical_bar,1.0
32069d43ccd8_y,32069d43ccd8,y,extracted,vertical_bar,vertical_bar,1.0
323cf622c590_x,323cf622c590,x,extracted,vertical_bar,vertical_bar,1.0
323cf622c590_y,323cf622c590,y,extracted,vertical_bar,vertical_bar,0.9806423411211216
3289caa95dea_x,3289caa95dea,x,extracted,vertical_bar,vertical_bar,0.0
3289caa95dea_y,3289caa95dea,y,extracted,vertical_bar,vertical_bar,0.0
32ae225ae9ca_x,32ae225ae9ca,x,extracted,scatter,scatter,0.3923494643144565
32ae225ae9ca_y,32ae225ae9ca,y,extracted,scatter,scatter,0.1471767852333492
33006fda6cae_x,33006fda6cae,x,extracted,vertical_bar,vertical_bar,1.0
33006fda6cae_y,33006fda6cae,y,extracted,vertical_bar,vertical_bar,1.0
3307bfb03450_x,3307bfb03450,x,extracted,vertical_bar,vertical_bar,0.7500878110685527
3307bfb03450_y,3307bfb03450,y,extracted,vertical_bar,vertical_bar,0.8176480181177002
334e4a9f6fce_x,334e4a9f6fce,x,extracted,line,line,0.0
334e4a9f6fce_y,334e4a9f6fce,y,extracted,line,line,0.0
33759902e7b9_x,33759902e7b9,x,extracted,vertical_bar,vertical_bar,1.0
33759902e7b9_y,33759902e7b9,y,extracted,vertical_bar,vertical_bar,0.5204454388755533
338691f62999_x,338691f62999,x,extracted,vertical_bar,vertical_bar,1.0
338691f62999_y,338691f62999,y,extracted,vertical_bar,vertical_bar,0.955246925320645
33aa1d0743c5_x,33aa1d0743c5,x,extracted,vertical_bar,vertical_bar,0.6008654575845147
33aa1d0743c5_y,33aa1d0743c5,y,extracted,vertical_bar,vertical_bar,0.0
33d08d44a23e_x,33d08d44a23e,x,extracted,vertical_bar,vertical_bar,0.0
33d08d44a23e_y,33d08d44a23e,y,extracted,vertical_bar,vertical_bar,0.9682165137870442
33e58b4b586c_x,33e58b4b586c,x,extracted,line,line,0.0
33e58b4b586c_y,33e58b4b586c,y,extracted,line,line,0.0
347c0f3e475b_x,347c0f3e475b,x,extracted,horizontal_bar,vertical_bar,0.0
347c0f3e475b_y,347c0f3e475b,y,extracted,horizontal_bar,vertical_bar,0.0
34c5564be0d4_x,34c5564be0d4,x,extracted,vertical_bar,vertical_bar,1.0
34c5564be0d4_y,34c5564be0d4,y,extracted,vertical_bar,vertical_bar,1.0
34cbb1a1c3a7_x,34cbb1a1c3a7,x,extracted,scatter,scatter,0.0
34cbb1a1c3a7_y,34cbb1a1c3a7,y,extracted,scatter,scatter,0.0
34dc36220ab0_x,34dc36220ab0,x,extracted,vertical_bar,vertical_bar,0.9750052070315793
34dc36220ab0_y,34dc36220ab0,y,extracted,vertical_bar,vertical_bar,1.0
353fab6e4d7a_x,353fab6e4d7a,x,extracted,vertical_bar,vertical_bar,0.0
353fab6e4d7a_y,353fab6e4d7a,y,extracted,vertical_bar,vertical_bar,0.0
3558120bff86_x,3558120bff86,x,extracted,scatter,line,0.0
3558120bff86_y,3558120bff86,y,extracted,scatter,line,0.0
359088265664_x,359088265664,x,extracted,vertical_bar,vertical_bar,0.9149784842448145
359088265664_y,359088265664,y,extracted,vertical_bar,vertical_bar,0.9672729872188277
35baa992a439_x,35baa992a439,x,extracted,scatter,scatter,0.0
35baa992a439_y,35baa992a439,y,extracted,scatter,scatter,0.0
35f0ec146509_x,35f0ec146509,x,extracted,horizontal_bar,horizontal_bar,0.0
35f0ec146509_y,35f0ec146509,y,extracted,horizontal_bar,horizontal_bar,0.0
365d8d120764_x,365d8d120764,x,extracted,vertical_bar,vertical_bar,1.0
365d8d120764_y,365d8d120764,y,extracted,vertical_bar,vertical_bar,0.9818080302838608
366b69368f99_x,366b69368f99,x,extracted,scatter,scatter,0.0
366b69368f99_y,366b69368f99,y,extracted,scatter,scatter,0.0
3681ae7cf613_x,3681ae7cf613,x,extracted,line,line,1.0
3681ae7cf613_y,3681ae7cf613,y,extracted,line,line,0.941934210915711
36ba906ba2a3_x,36ba906ba2a3,x,extracted,line,line,1.0
36ba906ba2a3_y,36ba906ba2a3,y,extracted,line,line,0.8741480746876742
36bf2b0f403d_x,36bf2b0f403d,x,extracted,horizontal_bar,horizontal_bar,1.0
36bf2b0f403d_y,36bf2b0f403d,y,extracted,horizontal_bar,horizontal_bar,1.0
36ccaf928d0e_x,36ccaf928d0e,x,extracted,vertical_bar,vertical_bar,1.0
36ccaf928d0e_y,36ccaf928d0e,y,extracted,vertical_bar,vertical_bar,1.0
36f373c43482_x,36f373c43482,x,extracted,vertical_bar,vertical_bar,1.0
36f373c43482_y,36f373c43482,y,extracted,vertical_bar,vertical_bar,0.8054535774224985
3700b52d7400_x,3700b52d7400,x,extracted,line,line,1.0
3700b52d7400_y,3700b52d7400,y,extracted,line,line,0.0
371a55c655ac_x,371a55c655ac,x,extracted,scatter,scatter,0.0
371a55c655ac_y,371a55c655ac,y,extracted,scatter,scatter,0.0
371d47601818_x,371d47601818,x,extracted,vertical_bar,vertical_bar,0.984849644178448
371d47601818_y,371d47601818,y,extracted,vertical_bar,vertical_bar,0.9679238740550631
374fcc8c9542_x,374fcc8c9542,x,extracted,line,line,1.0
374fcc8c9542_y,374fcc8c9542,y,extracted,line,line,0.0
37713629ecd9_x,37713629ecd9,x,extracted,vertical_bar,vertical_bar,1.0
37713629ecd9_y,37713629ecd9,y,extracted,vertical_bar,vertical_bar,0.5845355640743994
37baabb00143_x,37baabb00143,x,extracted,vertical_bar,vertical_bar,1.0
37baabb00143_y,37baabb00143,y,extracted,vertical_bar,vertical_bar,0.9681585388120146
37c20cbf12a9_x,37c20cbf12a9,x,extracted,scatter,scatter,0.0
37c20cbf12a9_y,37c20cbf12a9,y,extracted,scatter,scatter,0.0
380dde425d94_x,380dde425d94,x,extracted,line,line,1.0
380dde425d94_y,380dde425d94,y,extracted,line,line,0.0
3815e19dc891_x,3815e19dc891,x,extracted,vertical_bar,vertical_bar,1.0
3815e19dc891_y,3815e19dc891,y,extracted,vertical_bar,vertical_bar,0.9690592747311171
38734037cebd_x,38734037cebd,x,extracted,vertical_bar,vertical_bar,1.0
38734037cebd_y,38734037cebd,y,extracted,vertical_bar,vertical_bar,0.29377267389963113
388ac0b257f8_x,388ac0b257f8,x,extracted,vertical_bar,vertical_bar,1.0
388ac0b257f8_y,388ac0b257f8,y,extracted,vertical_bar,vertical_bar,0.40119929801459864
388b15ed9b3c_x,388b15ed9b3c,x,extracted,vertical_bar,vertical_bar,0.9951923447334803
388b15ed9b3c_y,388b15ed9b3c,y,extracted,vertical_bar,vertical_bar,0.6837990117824388
388c0c62e6c7_x,388c0c62e6c7,x,extracted,line,line,1.0
388c0c62e6c7_y,388c0c62e6c7,y,extracted,line,line,0.9809951405522814
388d15fabcb4_x,388d15fabcb4,x,extracted,scatter,scatter,0.0
388d15fabcb4_y,388d15fabcb4,y,extracted,scatter,scatter,0.0
3934052cfb94_x,3934052cfb94,x,extracted,vertical_bar,vertical_bar,0.9934211475478052
3934052cfb94_y,3934052cfb94,y,extracted,vertical_bar,vertical_bar,0.0
393aa0441430_x,393aa0441430,x,extracted,vertical_bar,vertical_bar,1.0
393aa0441430_y,393aa0441430,y,extracted,vertical_bar,vertical_bar,0.6418924750917865
3a111dc3251f_x,3a111dc3251f,x,extracted,vertical_bar,vertical_bar,1.0
3a111dc3251f_y,3a111dc3251f,y,extracted,vertical_bar,vertical_bar,0.9799969432538926
3a1ce45d4044_x,3a1ce45d4044,x,extracted,line,line,1.0
3a1ce45d4044_y,3a1ce45d4044,y,extracted,line,line,0.4754790846979289
3a375eb8c278_x,3a375eb8c278,x,extracted,line,line,1.0
3a375eb8c278_y,3a375eb8c278,y,extracted,line,line,0.7632220356423085
3a5a3738f267_x,3a5a3738f267,x,extracted,vertical_bar,vertical_bar,1.0
3a5a3738f267_y,3a5a3738f267,y,extracted,vertical_bar,vertical_bar,0.0
3aff36b043e9_x,3aff36b043e9,x,extracted,vertical_bar,vertical_bar,0.0
3aff36b043e9_y,3aff36b043e9,y,extracted,vertical_bar,vertical_bar,0.0
3b2884e7a6fe_x,3b2884e7a6fe,x,extracted,vertical_bar,vertical_bar,1.0
3b2884e7a6fe_y,3b2884e7a6fe,y,extracted,vertical_bar,vertical_bar,0.28987100671851596
3b66698118ab_x,3b66698118ab,x,extracted,vertical_bar,vertical_bar,0.9722293645079902
3b66698118ab_y,3b66698118ab,y,extracted,vertical_bar,vertical_bar,0.9766152297877664
3c169b8702dc_x,3c169b8702dc,x,extracted,vertical_bar,vertical_bar,1.0
3c169b8702dc_y,3c169b8702dc,y,extracted,vertical_bar,vertical_bar,0.9767168870118885
3c1a07c44a6d_x,3c1a07c44a6d,x,extracted,line,line,1.0
3c1a07c44a6d_y,3c1a07c44a6d,y,extracted,line,line,0.8628591260829914
3c1faa5b77ff_x,3c1faa5b77ff,x,extracted,vertical_bar,vertical_bar,1.0
3c1faa5b77ff_y,3c1faa5b77ff,y,extracted,vertical_bar,vertical_bar,0.0
3c899276c387_x,3c899276c387,x,extracted,line,line,0.9375812532524874
3c899276c387_y,3c899276c387,y,extracted,line,line,0.6600881078024132
3ca782b976be_x,3ca782b976be,x,extracted,line,line,1.0
3ca782b976be_y,3ca782b976be,y,extracted,line,line,1.0
3d0b1f8e6f61_x,3d0b1f8e6f61,x,extracted,line,line,1.0
3d0b1f8e6f61_y,3d0b1f8e6f61,y,extracted,line,line,0.9348595642743089
3d3ddba1ebef_x,3d3ddba1ebef,x,extracted,vertical_bar,vertical_bar,0.0
3d3ddba1ebef_y,3d3ddba1ebef,y,extracted,vertical_bar,vertical_bar,0.42227770667108944
3dd3474acda3_x,3dd3474acda3,x,extracted,line,line,1.0
3dd3474acda3_y,3dd3474acda3,y,extracted,line,line,0.9741972553984803
3e1c620621d5_x,3e1c620621d5,x,extracted,line,line,1.0
3e1c620621d5_y,3e1c620621d5,y,extracted,line,line,0.947208639152662
3e32176d186e_x,3e32176d186e,x,extracted,line,line,1.0
3e32176d186e_y,3e32176d186e,y,extracted,line,line,0.8531341290744769
3e54899e85f5_x,3e54899e85f5,x,extracted,line,line,0.0
3e54899e85f5_y,3e54899e85f5,y,extracted,line,line,0.0
3eae0adc620a_x,3eae0adc620a,x,extracted,line,line,0.0
3eae0adc620a_y,3eae0adc620a,y,extracted,line,line,0.0
3eb9a742c6fb_x,3eb9a742c6fb,x,extracted,vertical_bar,vertical_bar,0.620051037744775
3eb9a742c6fb_y,3eb9a742c6fb,y,extracted,vertical_bar,vertical_bar,1.0
3ec5332795c8_x,3ec5332795c8,x,extracted,vertical_bar,vertical_bar,1.0
3ec5332795c8_y,3ec5332795c8,y,extracted,vertical_bar,vertical_bar,0.9714808717451424
3f344bb02fb9_x,3f344bb02fb9,x,extracted,line,line,1.0
3f344bb02fb9_y,3f344bb02fb9,y,extracted,line,line,0.8029003941371764
3f450c3aa93b_x,3f450c3aa93b,x,extracted,vertical_bar,vertical_bar,1.0
3f450c3aa93b_y,3f450c3aa93b,y,extracted,vertical_bar,vertical_bar,0.9851867913617716
3f4767057dbd_x,3f4767057dbd,x,extracted,vertical_bar,vertical_bar,0.0
3f4767057dbd_y,3f4767057dbd,y,extracted,vertical_bar,vertical_bar,0.9899658921134153
3f65b43556ac_x,3f65b43556ac,x,extracted,scatter,scatter,0.0
3f65b43556ac_y,3f65b43556ac,y,extracted,scatter,scatter,0.882904960761369
3fedc5eac2bb_x,3fedc5eac2bb,x,extracted,line,line,1.0
3fedc5eac2bb_y,3fedc5eac2bb,y,extracted,line,line,0.9352958270486562
3ffc21fad1bd_x,3ffc21fad1bd,x,extracted,horizontal_bar,vertical_bar,0.0
3ffc21fad1bd_y,3ffc21fad1bd,y,extracted,horizontal_bar,vertical_bar,0.0
402e23008565_x,402e23008565,x,extracted,line,line,1.0
402e23008565_y,402e23008565,y,extracted,line,line,0.0
40be27c7dc75_x,40be27c7dc75,x,extracted,vertical_bar,vertical_bar,1.0
40be27c7dc75_y,40be27c7dc75,y,extracted,vertical_bar,vertical_bar,0.949065198646545
40be4a543241_x,40be4a543241,x,extracted,line,line,1.0
40be4a543241_y,40be4a543241,y,extracted,line,line,0.7855029437398915
40ec0ddfc5cd_x,40ec0ddfc5cd,x,extracted,line,line,1.0
40ec0ddfc5cd_y,40ec0ddfc5cd,y,extracted,line,line,0.9351891370386578
40f2aa172f7f_x,40f2aa172f7f,x,extracted,line,line,1.0
40f2aa172f7f_y,40f2aa172f7f,y,extracted,line,line,0.0
410025e490c3_x,410025e490c3,x,extracted,horizontal_bar,vertical_bar,0.0
410025e490c3_y,410025e490c3,y,extracted,horizontal_bar,vertical_bar,0.0
41145770e687_x,41145770e687,x,extracted,line,line,0.0
41145770e687_y,41145770e687,y,extracted,line,line,0.5823340666122063
4163f70a77b3_x,4163f70a77b3,x,extracted,vertical_bar,vertical_bar,0.0
4163f70a77b3_y,4163f70a77b3,y,extracted,vertical_bar,vertical_bar,0.0
4167e46a5cfc_x,4167e46a5cfc,x,extracted,scatter,scatter,1.0
4167e46a5cfc_y,4167e46a5cfc,y,extracted,scatter,scatter,0.0
416f0f40da23_x,416f0f40da23,x,extracted,line,line,1.0
416f0f40da23_y,416f0f40da23,y,extracted,line,line,0.015265853643856797
423845dcb3b2_x,423845dcb3b2,x,extracted,vertical_bar,vertical_bar,1.0
423845dcb3b2_y,423845dcb3b2,y,extracted,vertical_bar,vertical_bar,0.3075673839077473
42393c8722de_x,42393c8722de,x,extracted,scatter,scatter,0.0
42393c8722de_y,42393c8722de,y,extracted,scatter,scatter,0.0
42d118f8b1f8_x,42d118f8b1f8,x,extracted,scatter,scatter,0.0
42d118f8b1f8_y,42d118f8b1f8,y,extracted,scatter,scatter,0.0
431fd5e5de41_x,431fd5e5de41,x,extracted,line,line,1.0
431fd5e5de41_y,431fd5e5de41,y,extracted,line,line,0.4617744848681862
43543a6d184f_x,43543a6d184f,x,extracted,vertical_bar,vertical_bar,1.0
43543a6d184f_y,43543a6d184f,y,extracted,vertical_bar,vertical_bar,0.9114042311433799
43a6f95994b3_x,43a6f95994b3,x,extracted,horizontal_bar,horizontal_bar,0.0
43a6f95994b3_y,43a6f95994b3,y,extracted,horizontal_bar,horizontal_bar,0.0
43e0785c466b_x,43e0785c466b,x,extracted,line,line,1.0
43e0785c466b_y,43e0785c466b,y,extracted,line,line,0.5059939425396518
449f3cce1745_x,449f3cce1745,x,extracted,line,line,1.0
449f3cce1745_y,449f3cce1745,y,extracted,line,line,0.7687437442020071
45453cd1f492_x,45453cd1f492,x,extracted,line,line,1.0
45453cd1f492_y,45453cd1f492,y,extracted,line,line,0.9831801924868959
4564f30f5a3b_x,4564f30f5a3b,x,extracted,vertical_bar,vertical_bar,1.0
4564f30f5a3b_y,4564f30f5a3b,y,extracted,vertical_bar,vertical_bar,1.0
4566b5627dfc_x,4566b5627dfc,x,extracted,line,line,1.0
4566b5627dfc_y,4566b5627dfc,y,extracted,line,line,0.6916978831596803
45857cb26868_x,45857cb26868,x,extracted,scatter,scatter,0.0
45857cb26868_y,45857cb26868,y,extracted,scatter,scatter,0.0
45c5c825876e_x,45c5c825876e,x,extracted,line,line,1.0
45c5c825876e_y,45c5c825876e,y,extracted,line,line,0.5792179044171633
45d2572ab5a8_x,45d2572ab5a8,x,extracted,line,line,1.0
45d2572ab5a8_y,45d2572ab5a8,y,extracted,line,line,0.9838290501853337
45eab7a55c20_x,45eab7a55c20,x,extracted,horizontal_bar,horizontal_bar,0.0
45eab7a55c20_y,45eab7a55c20,y,extracted,horizontal_bar,horizontal_bar,0.95165063097605
461ee8643fce_x,461ee8643fce,x,extracted,line,line,1.0
461ee8643fce_y,461ee8643fce,y,extracted,line,line,0.727112768285257
464599bcd4f1_x,464599bcd4f1,x,extracted,scatter,scatter,0.0
464599bcd4f1_y,464599bcd4f1,y,extracted,scatter,scatter,0.0
4669b6e3f1fd_x,4669b6e3f1fd,x,extracted,vertical_bar,vertical_bar,0.0
4669b6e3f1fd_y,4669b6e3f1fd,y,extracted,vertical_bar,vertical_bar,0.0
468ab00987f4_x,468ab00987f4,x,extracted,line,line,1.0
468ab00987f4_y,468ab00987f4,y,extracted,line,line,0.8277295379714507
46ac53a6b82a_x,46ac53a6b82a,x,extracted,vertical_bar,vertical_bar,0.0
46ac53a6b82a_y,46ac53a6b82a,y,extracted,vertical_bar,vertical_bar,0.0
46fd28bbd254_x,46fd28bbd254,x,extracted,vertical_bar,vertical_bar,0.5600069207107647
46fd28bbd254_y,46fd28bbd254,y,extracted,vertical_bar,vertical_bar,1.0
47130d62b1d1_x,47130d62b1d1,x,extracted,horizontal_bar,horizontal_bar,0.0
47130d62b1d1_y,47130d62b1d1,y,extracted,horizontal_bar,horizontal_bar,0.0
47298446b9a6_x,47298446b9a6,x,extracted,vertical_bar,vertical_bar,0.0
47298446b9a6_y,47298446b9a6,y,extracted,vertical_bar,vertical_bar,0.0
4765eb7664ad_x,4765eb7664ad,x,extracted,vertical_bar,vertical_bar,0.9583574292545141
4765eb7664ad_y,4765eb7664ad,y,extracted,vertical_bar,vertical_bar,0.9940729481134729
47868f256bea_x,47868f256bea,x,extracted,line,line,0.0
47868f256bea_y,47868f256bea,y,extracted,line,line,0.0
4796ca0b4a86_x,4796ca0b4a86,x,extracted,line,line,0.0
4796ca0b4a86_y,4796ca0b4a86,y,extracted,line,line,0.0
47bdcc7547b0_x,47bdcc7547b0,x,extracted,scatter,scatter,0.0
47bdcc7547b0_y,47bdcc7547b0,y,extracted,scatter,scatter,0.0
47c8e0abbaf5_x,47c8e0abbaf5,x,extracted,line,line,0.0
47c8e0abbaf5_y,47c8e0abbaf5,y,extracted,line,line,0.0
47e4a0615565_x,47e4a0615565,x,extracted,vertical_bar,vertical_bar,1.0
47e4a0615565_y,47e4a0615565,y,extracted,vertical_bar,vertical_bar,1.0
481c17b9bb9e_x,481c17b9bb9e,x,extracted,line,line,1.0
481c17b9bb9e_y,481c17b9bb9e,y,extracted,line,line,0.27240205344004287
48579761ca46_x,48579761ca46,x,extracted,vertical_bar,vertical_bar,1.0
48579761ca46_y,48579761ca46,y,extracted,vertical_bar,vertical_bar,0.8021961582443558
487b616d01b5_x,487b616d01b5,x,extracted,scatter,scatter,0.0
487b616d01b5_y,487b616d01b5,y,extracted,scatter,scatter,0.0
492981e5aeb5_x,492981e5aeb5,x,extracted,vertical_bar,vertical_bar,0.0
492981e5aeb5_y,492981e5aeb5,y,extracted,vertical_bar,vertical_bar,0.0
49c9dae0459d_x,49c9dae0459d,x,extracted,line,line,1.0
49c9dae0459d_y,49c9dae0459d,y,extracted,line,line,0.9840550469101528
49d4c19d316d_x,49d4c19d316d,x,extracted,horizontal_bar,horizontal_bar,0.0
49d4c19d316d_y,49d4c19d316d,y,extracted,horizontal_bar,horizontal_bar,0.0
49e636e6d853_x,49e636e6d853,x,extracted,line,line,0.0
49e636e6d853_y,49e636e6d853,y,extracted,line,line,0.0
49e63788fa0c_x,49e63788fa0c,x,extracted,vertical_bar,vertical_bar,0.0
49e63788fa0c_y,49e63788fa0c,y,extracted,vertical_bar,vertical_bar,0.0
49eea6f7ffbc_x,49eea6f7ffbc,x,extracted,scatter,scatter,0.0
49eea6f7ffbc_y,49eea6f7ffbc,y,extracted,scatter,scatter,0.0
49fb56859e03_x,49fb56859e03,x,extracted,line,line,1.0
49fb56859e03_y,49fb56859e03,y,extracted,line,line,0.0
4a29fe36fc49_x,4a29fe36fc49,x,extracted,line,line,1.0
4a29fe36fc49_y,4a29fe36fc49,y,extracted,line,line,0.0
4a54ab3dbbec_x,4a54ab3dbbec,x,extracted,vertical_bar,vertical_bar,1.0
4a54ab3dbbec_y,4a54ab3dbbec,y,extracted,vertical_bar,vertical_bar,0.9798761639975815
4a9271e88430_x,4a9271e88430,x,extracted,vertical_bar,vertical_bar,1.0
4a9271e88430_y,4a9271e88430,y,extracted,vertical_bar,vertical_bar,0.9908238094902535
4a927b4eb93d_x,4a927b4eb93d,x,extracted,vertical_bar,vertical_bar,1.0
4a927b4eb93d_y,4a927b4eb93d,y,extracted,vertical_bar,vertical_bar,0.9940724376958754
4a93aaa4c2cd_x,4a93aaa4c2cd,x,extracted,scatter,scatter,0.0
4a93aaa4c2cd_y,4a93aaa4c2cd,y,extracted,scatter,scatter,0.0
4ade69d83125_x,4ade69d83125,x,extracted,vertical_bar,vertical_bar,1.0
4ade69d83125_y,4ade69d83125,y,extracted,vertical_bar,vertical_bar,0.9040665272753359
4b116abad58b_x,4b116abad58b,x,extracted,vertical_bar,vertical_bar,0.0
4b116abad58b_y,4b116abad58b,y,extracted,vertical_bar,vertical_bar,0.0
4b7b209eb529_x,4b7b209eb529,x,extracted,line,line,0.0
4b7b209eb529_y,4b7b209eb529,y,extracted,line,line,0.0
4bbe013678b4_x,4bbe013678b4,x,extracted,vertical_bar,vertical_bar,1.0
4bbe013678b4_y,4bbe013678b4,y,extracted,vertical_bar,vertical_bar,0.0
4bff563680e4_x,4bff563680e4,x,extracted,line,line,1.0
4bff563680e4_y,4bff563680e4,y,extracted,line,line,0.9289092579574956
4c107a4ba0df_x,4c107a4ba0df,x,extracted,vertical_bar,vertical_bar,1.0
4c107a4ba0df_y,4c107a4ba0df,y,extracted,vertical_bar,vertical_bar,0.0
4c32b8a7a724_x,4c32b8a7a724,x,extracted,line,line,1.0
4c32b8a7a724_y,4c32b8a7a724,y,extracted,line,line,0.955503636652346
4c34d3420ad3_x,4c34d3420ad3,x,extracted,vertical_bar,vertical_bar,1.0
4c34d3420ad3_y,4c34d3420ad3,y,extracted,vertical_bar,vertical_bar,0.9262523698137546
4c3fd3fef37c_x,4c3fd3fef37c,x,extracted,line,line,1.0
4c3fd3fef37c_y,4c3fd3fef37c,y,extracted,line,line,0.9813662460538612
4c61a11da10a_x,4c61a11da10a,x,extracted,vertical_bar,vertical_bar,0.0
4c61a11da10a_y,4c61a11da10a,y,extracted,vertical_bar,vertical_bar,0.0
4ccecac00e95_x,4ccecac00e95,x,extracted,line,line,0.9615574155787838
4ccecac00e95_y,4ccecac00e95,y,extracted,line,line,0.018163436696205792
4ceca311174e_x,4ceca311174e,x,extracted,scatter,scatter,0.0
4ceca311174e_y,4ceca311174e,y,extracted,scatter,scatter,0.0
4d51e4a7fa4d_x,4d51e4a7fa4d,x,extracted,line,line,1.0
4d51e4a7fa4d_y,4d51e4a7fa4d,y,extracted,line,line,0.0
4d6d80aed4b7_x,4d6d80aed4b7,x,extracted,scatter,scatter,0.0
4d6d80aed4b7_y,4d6d80aed4b7,y,extracted,scatter,scatter,0.0
4d6d8c229af7_x,4d6d8c229af7,x,extracted,line,line,0.0
4d6d8c229af7_y,4d6d8c229af7,y,extracted,line,line,0.0
4dd42679f593_x,4dd42679f593,x,extracted,vertical_bar,vertical_bar,1.0
4dd42679f593_y,4dd42679f593,y,extracted,vertical_bar,vertical_bar,1.0
